ID,Name,Description,Category,Location,Address,Address2,City,State,Zip,Date,Latitude,Longitude,URL,ImagePath,DetailLink,Permalink,Distance,
0,Center of Your Search,<strong>Public Schools</strong><br>National schools with student teacher ratios from Dept of Education.<br><em>Center</em>: Washington  DC<br><em>Coverage Area</em>: National<br><em>Update Frequency</em>: Annually<br><em>Last Updated</em>: 2010-03-24 01:27:59<br><a href="http://www.yourmapper.com/map/161/public-schools/national-schools-with-student-teacher-ratios-from.htm">Map Permalink</a><br><em>Powered by</em>: <a href="http://www.yourmapper.com/" target="power">Your Mapper</a>,0,,,,,,,,42.3584,-71.0598,,,http://www.yourmapper.com/,http://www.yourmapper.com/map/161/public-schools/national-schools-with-student-teacher-ratios-from.htm,0
"250279000270","JOHN WINTHROP","Students: 295&lt;br&gt;Pupil/Teacher Ratio: 12.1 (24.3 FTE)&lt;br&gt;Prekindergarten to 5th Grade","1","","35 BROOKFORD STREET","","DORCHESTER","MA","02125","","42.318199","-71.075302","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000270","http://www.yourmapper.com/details/161/250279000270/john-winthrop.htm","3.0601"
"250279000304","PAUL A DEVER","Students: 480&lt;br&gt;Pupil/Teacher Ratio: 12.7 (37.7 FTE)&lt;br&gt;Prekindergarten to 5th Grade","1","","325 MT VERNON STREET","","DORCHESTER","MA","02125","","42.318298","-71.043999","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000304","http://www.yourmapper.com/details/161/250279000304/paul-a-dever.htm","3.0601"
"250279000227","EDWARD EVERETT","Students: 279&lt;br&gt;Pupil/Teacher Ratio: 13.3 (21 FTE)&lt;br&gt;Prekindergarten to 5th Grade","1","","71 PLEASANT STREET","","DORCHESTER","MA","02125","","42.313839","-71.059753","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000227","http://www.yourmapper.com/details/161/250279000227/edward-everett.htm","3.1666"
"250477000631","SUMNER G. WHITTIER SCHOOL","Students: 460&lt;br&gt;Pupil/Teacher Ratio: 13.4 (34.3 FTE)&lt;br&gt;Kindergarten to 8th Grade","1","","337 BROADWAY","","EVERETT","MA","02149","","42.403912","-71.057922","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250477000631","http://www.yourmapper.com/details/161/250477000631/sumner-g-whittier-school.htm","3.2376"
"250279000295","NATHAN HALE","Students: 162&lt;br&gt;Pupil/Teacher Ratio: 15.6 (10.4 FTE)&lt;br&gt;Kindergarten to 5th Grade","1","","51 CEDAR STREET","","ROXBURY","MA","02119","","42.325199","-71.091202","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000295","http://www.yourmapper.com/details/161/250279000295/nathan-hale.htm","3.2447"
"250354000482","CHELSEA HIGH","Students: 1477&lt;br&gt;Pupil/Teacher Ratio: 12.2 (121.5 FTE)&lt;br&gt;9th Grade to 12th Grade","3","","299 EVERETT AVENUE","","CHELSEA","MA","02150","","42.399738","-71.040337","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250354000482","http://www.yourmapper.com/details/161/250354000482/chelsea-high.htm","3.2447"
"250279000291","MAURICE J TOBIN","Students: 393&lt;br&gt;Pupil/Teacher Ratio: 12.2 (32.1 FTE)&lt;br&gt;Prekindergarten to 8th Grade","1","","40 SMITH ST","","ROXBURY","MA","02120","","42.333309","-71.098122","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000291","http://www.yourmapper.com/details/161/250279000291/maurice-j-tobin.htm","3.2518"
"250279000279","LEWIS MIDDLE SCHOOL","Students: 250&lt;br&gt;Pupil/Teacher Ratio: 13.2 (19 FTE)&lt;br&gt;6th Grade to 8th Grade","2","","131 WALNUT AVENUE","","ROXBURY","MA","02119","","42.320499","-71.086700","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000279","http://www.yourmapper.com/details/161/250279000279/lewis-middle-school.htm","3.3015"
"250279000203","BOSTON LATIN","Students: 2427&lt;br&gt;Pupil/Teacher Ratio: 22 (110.1 FTE)&lt;br&gt;7th Grade to 12th Grade","3","","78 AVE LOUIS PASTEUR","","BOSTON","MA","02115","","42.338341","-71.102089","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000203","http://www.yourmapper.com/details/161/250279000203/boston-latin.htm","3.3228"
"251089001745","SOMERVILLE HIGH","Students: 1410&lt;br&gt;Pupil/Teacher Ratio: 11.4 (124 FTE)&lt;br&gt;9th Grade to 12th Grade","3","","81 HIGHLAND AVENUE","","SOMERVILLE","MA","02143","","42.387131","-71.097130","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=251089001745","http://www.yourmapper.com/details/161/251089001745/somerville-high.htm","3.3441"
"250279001126","HAYNES EARLY EDUCATION CENTER","Students: 194&lt;br&gt;Pupil/Teacher Ratio: 12.4 (15.6 FTE)&lt;br&gt;Prekindergarten to 1st Grade","1","","263 BLUE HILL AVENUE","","ROXBURY PLAIN","MA","02119","","42.315201","-71.078796","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279001126","http://www.yourmapper.com/details/161/250279001126/haynes-early-education-center.htm","3.3512"
"250354001158","CLARK AVENUE SCHOOL","Students: 576&lt;br&gt;Pupil/Teacher Ratio: 14.9 (38.7 FTE)&lt;br&gt;5th Grade to 8th Grade","2","","8 CLARK AVENUE","","CHELSEA","MA","02150","","42.396030","-71.030952","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250354001158","http://www.yourmapper.com/details/161/250354001158/clark-avenue-school.htm","3.3654"
"250279000704","NEW MISSION HIGH SCHOOL","Students: 252&lt;br&gt;Pupil/Teacher Ratio: 13.3 (19 FTE)&lt;br&gt;9th Grade to 12th Grade","3","","67 ALLEGHANY STREET","","ROXBURY","MA","02120","","42.330570","-71.099167","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000704","http://www.yourmapper.com/details/161/250279000704/new-mission-high-school.htm","3.4222"
"250279000311","QUINCY E DICKERMAN","Students: 219&lt;br&gt;Pupil/Teacher Ratio: 12.9 (17 FTE)&lt;br&gt;Prekindergarten to 5th Grade","1","","206 MAGNOLIA STREET","","ROXBURY","MA","02121","","42.311901","-71.073303","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000311","http://www.yourmapper.com/details/161/250279000311/quincy-e-dickerman.htm","3.4364"
"250279002459","ELC - EAST ZONE","Students: 127&lt;br&gt;Pupil/Teacher Ratio: 11.5 (11 FTE)&lt;br&gt;Prekindergarten to 1st Grade","1","","370 COLUMBIA ROAD","","DORCHESTER","MA","02125","","42.311211","-71.071381","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279002459","http://www.yourmapper.com/details/161/250279002459/elc--east-zone.htm","3.4506"
"250279000946","MISSION HILL SCHOOL","Students: 165&lt;br&gt;Pupil/Teacher Ratio: 13.8 (12 FTE)&lt;br&gt;Kindergarten to 8th Grade","1","","67 ALLEGHENY STREET","","BOSTON","MA","02120","","42.331100","-71.100189","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000946","http://www.yourmapper.com/details/161/250279000946/mission-hill-school.htm","3.4577"
"250279000204","BOSTON LATIN ACADEMY","Students: 1673&lt;br&gt;Pupil/Teacher Ratio: 20.8 (80.4 FTE)&lt;br&gt;7th Grade to 12th Grade","3","","205 TOWNSEND STREET","","DORCHESTER","MA","02121","","42.316250","-71.084862","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000204","http://www.yourmapper.com/details/161/250279000204/boston-latin-academy.htm","3.4790"
"250279000286","MARTIN LUTHER KING JR MID","Students: 249&lt;br&gt;Pupil/Teacher Ratio: 9.1 (27.5 FTE)&lt;br&gt;6th Grade to 8th Grade","2","","100 MAXWELL STREET","","DORCHESTER","MA","02121","","42.311401","-71.075897","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000286","http://www.yourmapper.com/details/161/250279000286/martin-luther-king-jr-mid.htm","3.5287"
"250009002112","PHOENIX CHARTER ACADEMY","Students: 123&lt;br&gt;Pupil/Teacher Ratio: 12.1 (10.2 FTE)&lt;br&gt;9th Grade to 12th Grade","3","","47 CLARK AVE","","CHELSEA","MA","02150","","42.396992","-71.027946","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250009002112","http://www.yourmapper.com/details/161/250009002112/phoenix-charter-academy.htm","3.5500"
"250279000289","MATHER","Students: 537&lt;br&gt;Pupil/Teacher Ratio: 13.5 (39.9 FTE)&lt;br&gt;Prekindergarten to 5th Grade","1","","1 PARISH STREET","","DORCHESTER","MA","02122","","42.308102","-71.062599","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000289","http://www.yourmapper.com/details/161/250279000289/mather.htm","3.5784"
"251089001739","ALBERT F. ARGENZIANO SCHOOL AT LINCOLN PARK","Students: 445&lt;br&gt;Pupil/Teacher Ratio: 13.7 (32.5 FTE)&lt;br&gt;Kindergarten to 8th Grade","1","","290 WASHINGTON STREET","","SOMERVILLE","MA","02143","","42.391560","-71.097908","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=251089001739","http://www.yourmapper.com/details/161/251089001739/albert-f-argenziano-school-at-lincoln-park.htm","3.5855"
"250051802632","PIONEER CHARTER SCHOOL OF SCIENCE","Students: 91&lt;br&gt;Pupil/Teacher Ratio: 10.8 (8.4 FTE)&lt;br&gt;7th Grade to 8th Grade","2","","51-59 SUMMER STREET","","EVERETT","MA","02151","","42.408272","-71.051308","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250051802632","http://www.yourmapper.com/details/161/250051802632/pioneer-charter-school-of-science.htm","3.5926"
"250279000343","WILLIAM MONROE TROTTER","Students: 377&lt;br&gt;Pupil/Teacher Ratio: 11.8 (32 FTE)&lt;br&gt;Prekindergarten to 5th Grade","1","","135 HUMBOLDT AVENUE","","DORCHESTER","MA","02121","","42.315800","-71.087601","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000343","http://www.yourmapper.com/details/161/250279000343/william-monroe-trotter.htm","3.6139"
"250279000952","HARBOR SCHOOL","Students: 261&lt;br&gt;Pupil/Teacher Ratio: 12.9 (20.3 FTE)&lt;br&gt;6th Grade to 8th Grade","2","","11 CHARLES ST","","BOSTON","MA","02122","","42.307571","-71.065819","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000952","http://www.yourmapper.com/details/161/250279000952/harbor-school.htm","3.6352"
"251089001749","WINTER HILL COMMUNITY","Students: 465&lt;br&gt;Pupil/Teacher Ratio: 12.2 (38.2 FTE)&lt;br&gt;Kindergarten to 8th Grade","1","","115 SYCAMORE STREET","","SOMERVILLE","MA","02145","","42.391869","-71.098671","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=251089001749","http://www.yourmapper.com/details/161/251089001749/winter-hill-community.htm","3.6423"
"250279002013","LILLA G. FREDERICK MIDDLE SCHOOL","Students: 645&lt;br&gt;Pupil/Teacher Ratio: 13.9 (46.4 FTE)&lt;br&gt;6th Grade to 8th Grade","2","","270 COLUMBIA ROAD","","DORCHESTER","MA","02121","","42.309040","-71.075302","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279002013","http://www.yourmapper.com/details/161/250279002013/lilla-g-frederick-middle-school.htm","3.6707"
"250477000634","EVERETT HIGH","Students: 1774&lt;br&gt;Pupil/Teacher Ratio: 14.5 (122 FTE)&lt;br&gt;9th Grade to 12th Grade","3","","100 ELM STREET","","EVERETT","MA","02149","","42.409721","-71.053207","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250477000634","http://www.yourmapper.com/details/161/250477000634/everett-high.htm","3.6707"
"250279000248","HENRY L HIGGINSON","Students: 160&lt;br&gt;Pupil/Teacher Ratio: 12.3 (13 FTE)&lt;br&gt;Prekindergarten to 5th Grade","1","","160 HARRISHOF STREET","","ROXBURY","MA","02119","","42.317501","-71.091599","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000248","http://www.yourmapper.com/details/161/250279000248/henry-l-higginson.htm","3.6778"
"250279002014","ACADEMY OF PUBLIC SERVICE","Students: 282&lt;br&gt;Pupil/Teacher Ratio: 14.8 (19 FTE)&lt;br&gt;9th Grade to 12th Grade","3","","9 PEACEVALE ROAD","","DORCHESTER","MA","02124","","42.308399","-71.074997","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279002014","http://www.yourmapper.com/details/161/250279002014/academy-of-public-service.htm","3.7133"
"250279000236","FARRAGUT","Students: 231&lt;br&gt;Pupil/Teacher Ratio: 13.3 (17.4 FTE)&lt;br&gt;Kindergarten to 5th Grade","1","","10 FENWOOD ROAD","","BOSTON","MA","02115","","42.334000","-71.106300","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000236","http://www.yourmapper.com/details/161/250279000236/farragut.htm","3.7275"
"250477002038","GEORGE KEVERIAN SCHOOL","Students: 747&lt;br&gt;Pupil/Teacher Ratio: 15.1 (49.5 FTE)&lt;br&gt;Kindergarten to 8th Grade","1","","20 NICHOLS STREET","","EVERETT","MA","02149","","42.408669","-71.044792","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250477002038","http://www.yourmapper.com/details/161/250477002038/george-keverian-school.htm","3.7275"
"251089001731","ARTHUR D HEALEY","Students: 529&lt;br&gt;Pupil/Teacher Ratio: 13.2 (40.2 FTE)&lt;br&gt;Kindergarten to 8th Grade","1","","5 MEACHAM STREET","","SOMERVILLE","MA","02145","","42.397518","-71.095299","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=251089001731","http://www.yourmapper.com/details/161/251089001731/arthur-d-healey.htm","3.7488"
"250327000446","MORSE","Students: 338&lt;br&gt;Pupil/Teacher Ratio: 13.5 (25 FTE)&lt;br&gt;Prekindergarten to 8th Grade","1","","40 GRANITE STREET","","CAMBRIDGE","MA","02139","","42.355900","-71.112610","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250327000446","http://www.yourmapper.com/details/161/250327000446/morse.htm","3.7559"
"250477001521","PARLIN SCHOOL","Students: 633&lt;br&gt;Pupil/Teacher Ratio: 13.3 (47.6 FTE)&lt;br&gt;Kindergarten to 8th Grade","1","","587 BROADWAY STREET","","EVERETT","MA","02149","","42.411152","-71.051491","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250477001521","http://www.yourmapper.com/details/161/250477001521/parlin-school.htm","3.7914"
"250279000220","DAVID A ELLIS","Students: 302&lt;br&gt;Pupil/Teacher Ratio: 10.4 (29 FTE)&lt;br&gt;Prekindergarten to 5th Grade","1","","302 WALNUT AVENUE","","ROXBURY","MA","02119","","42.315960","-71.092957","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250279000220","http://www.yourmapper.com/details/161/250279000220/david-a-ellis.htm","3.8269"
"250327000443","MARTIN LUTHER KING JR.","Students: 251&lt;br&gt;Pupil/Teacher Ratio: 10.7 (23.5 FTE)&lt;br&gt;Kindergarten to 8th Grade","1","","100 PUTNAM AVENUE","","CAMBRIDGE","MA","02139","","42.366730","-71.113426","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250327000443","http://www.yourmapper.com/details/161/250327000443/martin-luther-king-jr.htm","3.8553"
"250327001621","AMIGOS SCHOOL","Students: 304&lt;br&gt;Pupil/Teacher Ratio: 10.2 (29.7 FTE)&lt;br&gt;Kindergarten to 8th Grade","1","","100 PUTNAM AVENUE","","CAMBRIDGE","MA","02139","","42.366798","-71.113503","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250327001621","http://www.yourmapper.com/details/161/250327001621/amigos-school.htm","3.8624"
"250327000436","CAMBRIDGE RINDGE AND LATIN","Students: 1541&lt;br&gt;Pupil/Teacher Ratio: 8.8 (175.2 FTE)&lt;br&gt;9th Grade to 12th Grade","3","","459 BROADWAY","","CAMBRIDGE","MA","02138","","42.373569","-71.112099","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250327000436","http://www.yourmapper.com/details/161/250327000436/cambridge-rindge-and-latin.htm","3.8695"
"250006301453","ROXBURY PREPARATORY CHARTER SCHOOL","Students: 198&lt;br&gt;Pupil/Teacher Ratio: 9.9 (20 FTE)&lt;br&gt;6th Grade to 8th Grade","2","","120 FISHER AVENUE","","ROXBURY","MA","02120","","42.327759","-71.105019","","","http://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=250006301453","http://www.yourmapper.com/details/161/250006301453/roxbury-preparatory-charter-school.htm","3.8766"
